FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID
3008845443,Health & Beauty Group,California,United States,Drugs,2012-10-24,Warning Letter,276556
2000029973,U.S.A Far Ocean Group Llc,California,United States,Drugs,2012-10-24,Warning Letter,276556
3005256547,International Laboratories (Canada) Ltd.,-,Canada,Drugs,2012-10-23,Warning Letter,290899
3002757783,I. Shay Cosmetics Inc,California,United States,Drugs,2012-10-22,Warning Letter,288618
3002719998,"RTI Surgical, Inc. dba RTI Biologics, Inc.",Florida,United States,Biologics,2012-10-19,Warning Letter,343358
3005919692,"Balin, Martin S., MD, PhD",Illinois,United States,Biologics,2012-10-10,Warning Letter,353578
3005480647,Stat Rx USA,Georgia,United States,Drugs,2012-10-09,Warning Letter,298059
3003102962,"Akorn, Inc.",Illinois,United States,Drugs,2012-10-02,Warning Letter,301678
1000113778,Bausch & Lomb Incorporated,Florida,United States,Drugs,2012-10-02,Warning Letter,301678
1039144,Vintage Pharmaceuticals LLC dba Qualitest Pharmaceuticals,Alabama,United States,Drugs,2012-10-02,Warning Letter,301678
1000113778,Bausch & Lomb Incorporated,Florida,United States,Drugs,2012-10-02,Warning Letter,361600
3003102962,"Akorn, Inc.",Illinois,United States,Drugs,2012-10-02,Warning Letter,362738
3009151664,Healthy People Co,California,United States,Drugs,2012-09-28,Warning Letter,290918
3009047848,"Steven W. Boyce, M. D.",District of Columbia,United States,Drugs,2012-09-28,Warning Letter,329098
3009499974,Celltex Therapeutics Corporation,Texas,United States,Biologics,2012-09-24,Warning Letter,306519
3003008014,Texas Applied Biotechnology Research Review Committee,Texas,United States,Biologics,2012-09-24,Warning Letter,324258
1828287,"Memorial Hospital Of South Bend, IRB",Indiana,United States,Drugs,2012-09-21,Warning Letter,345938
3005943880,NuCare Pharmacy a/k/a CanadaDrugs.com,-,Canada,Drugs,2012-09-18,Warning Letter,334522
3005615655,"Jazz Pharmaceuticals, Inc",California,United States,Drugs,2012-09-18,Warning Letter,336518
3009719697,White Forest Solutions,-,Israel,Drugs,2012-09-18,Warning Letter,346258
3009718178,Arkadiy Kisin,California,United States,Drugs,2012-09-18,Warning Letter,346258
3009725255,Eyal Bar Oz,-,Israel,Drugs,2012-09-18,Warning Letter,347818
3009725303,PRONET,-,Israel,Drugs,2012-09-18,Warning Letter,347818
3008254880,"Fercy Personal Care Products Co., Ltd",-,China,Drugs,2012-09-07,Warning Letter,295540
3005858500,Quzhou Chemsyn Pharm Co Ltd,-,China,Drugs,2012-09-06,Warning Letter,357778
3004090057,"Aino Co., Ltd. of North China Pharma. Group",-,China,Drugs,2012-08-30,Warning Letter,357758
2242829,"Renaissance Lakewood, LLC",New Jersey,United States,Drugs,2012-08-27,Warning Letter,291117
3004874025,Marks Marine Pharmacy,-,Canada,Drugs,2012-08-23,Warning Letter,324238
3006403682,"Jianerkang Medical Co., Ltd",-,China,Drugs,2012-07-30,Warning Letter,303522
3009417634,"Damien Sanderlin, MD",Texas,United States,Biologics,2012-07-27,Warning Letter,328099
1000568184,"A. Nelson & Co., Ltd.",-,United Kingdom,Drugs,2012-07-26,Warning Letter,284860
3002972083,Sanofi Winthrop Industrie,-,France,Biologics,2012-07-12,Warning Letter,309618
3002888623,Sanofi Pasteur Limited,-,Canada,Biologics,2012-07-12,Warning Letter,312558
3008058540,Infupharma LLC d.b.a. President Pharmacy,Florida,United States,Drugs,2012-07-09,Warning Letter,259194
3006228598,Wells Pharmacy Network LLC,Florida,United States,Drugs,2012-07-09,Warning Letter,313339
3008814204,Center for the Improvement of Human Functioning Intl IRB,Kansas,United States,Drugs,2012-07-03,Warning Letter,314719
3005566827,Changzhou Wujin Zhengping Shuangma Chemical Plant,-,China,Drugs,2012-07-03,Warning Letter,318058
3006082102,Hemofarm A.d.,-,Serbia,Drugs,2012-06-20,Warning Letter,278337
3003562118,Ercros S.A.,-,Spain,Drugs,2012-06-20,Warning Letter,291097
1000142677,"ABCO Laboratories, Inc.",California,United States,Drugs,2012-06-19,Warning Letter,267762
3009204568,"Oklahoma Respiratory Care, Inc.",Oklahoma,United States,Drugs,2012-06-18,Warning Letter,269857
3006359068,Shamrock Medical Solutions Group LLC,Ohio,United States,Drugs,2012-06-15,Warning Letter,232619
3004474381,"Family Beginnings, PC",Indiana,United States,Biologics,2012-06-15,Warning Letter,308780
3003673289,Faci S.p.A.,-,Italy,Drugs,2012-06-14,Warning Letter,318198
3005892317,CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co. Ltd,-,China,Drugs,2012-06-14,Warning Letter,322099
3002775853,"Compania Internacional de Comercio, S.A.P.I. de C.V.",-,Mexico,Drugs,2012-06-13,Warning Letter,277998
3006785507,Zhucheng Haotian Pharm Co. Ltd.,-,China,Drugs,2012-06-11,Warning Letter,318040
1472940,Advocate Health Care IRB,Illinois,United States,Drugs,2012-06-01,Warning Letter,289899
1527993,Our Lady Of Bellefonte Hosp IRB,Kentucky,United States,Drugs,2012-06-01,Warning Letter,302681
2627511,"Fenwal International, Inc.",Puerto Rico,United States,Biologics,2012-06-01,Warning Letter,306980
1000166931,FACOSPAR,-,France,Drugs,2012-05-30,Warning Letter,289117
3003916387,Sal Pharma,-,India,Drugs,2012-05-30,Warning Letter,301698
3008615974,"Elizabeth E. Houser, MD",Texas,United States,Drugs,2012-05-25,Warning Letter,300439
3004036103,Pharmawest Pharmacy Ltd,-,Canada,Drugs,2012-05-24,Warning Letter,297239
3009509687,BestPriceRx,-,Canada,Drugs,2012-05-24,Warning Letter,297698
2416101,Pfizer Inc.,New York,United States,Drugs,2012-05-24,Warning Letter,301979
3004518843,Chinese Peptide Company,-,China,Drugs,2012-05-21,Warning Letter,284739
3007343484,Gramercy Fertility Services,New York,United States,Biologics,2012-05-18,Warning Letter,296897
3004146033,"Octapharma USA, Inc.",New Jersey,United States,Biologics,2012-05-17,Warning Letter,294798
3004248799,C.I. Farmacapsulas S.A.,-,Colombia,Drugs,2012-05-15,Warning Letter,307798
3002457563,"Acorda Therapeutics, Inc.",New York,United States,Drugs,2012-05-10,Warning Letter,232754
3003005746,"Quadex Pharmaceuticals, Llc",Utah,United States,Drugs,2012-05-07,Warning Letter,249554
1177788,Inova Health Care Services,Virginia,United States,Biologics,2012-05-03,Warning Letter,298919
3001362772,Selder S.A. de C.V.,-,Mexico,Drugs,2012-05-01,Warning Letter,271416
1077496,"OneBlood, Inc.",Florida,United States,Biologics,2012-04-27,Warning Letter,285017
3003184440,"Tedec-Meiji Farma, S.A.",-,Spain,Drugs,2012-04-24,Warning Letter,243054
3002174993,B.M.P.  Bulk Medicines & Pharmaceuticals GmbH,-,Germany,Drugs,2012-04-24,Warning Letter,287998
3009297906,"Thomas E. Young, MD, LLC",Pennsylvania,United States,Biologics,2012-04-20,Warning Letter,278418
3009297965,"Thomas E. Young, MD, LLC   dba Young Medical Spa",Pennsylvania,United States,Biologics,2012-04-20,Warning Letter,278418
3004186759,Peking Medicine Manufactory,-,-,Drugs,2012-04-05,Warning Letter,294677
1000124568,Biomedical Research Inst. of America,California,United States,Biologics,2012-03-29,Warning Letter,278719
3009132835,"UNAM, Facultad De Estudios Superiores Cuantitlan",-,Mexico,Drugs,2012-03-27,Warning Letter,258134
3000210980,Christian Hospital IRB,Missouri,United States,Biologics,2012-03-27,Warning Letter,282697
3003144790,"Korea Pharma Co., Ltd.",-,-,Drugs,2012-03-26,Warning Letter,292537
3005140091,NuSil Technology LLC,California,United States,Drugs,2012-03-23,Warning Letter,201532
3009273413,Primary Health Care Associates,Florida,United States,Biologics,2012-03-19,Warning Letter,281358
3007576909,ADVANCED SPECIALTY PHARMACY LLC,Alabama,United States,Drugs,2012-03-16,Warning Letter,187732
3003790564,Teva Neuroscience,Missouri,United States,Drugs,2012-03-14,Warning Letter,253994
3009842420,New Direction Biosciences LLC,New York,United States,Biologics,2012-03-13,Warning Letter,262195
3003887583,Farma Quimia S.A. de C.V.,-,Mexico,Drugs,2012-03-09,Warning Letter,258155
3002600322,Laboratorios Jaloma S.A. de C.V.,-,Mexico,Drugs,2012-03-09,Warning Letter,262674
3003986222,Pax-All Manufacturing Inc,-,Canada,Drugs,2012-03-09,Warning Letter,265435
2619635,Teva Puerto Rico LLC,Puerto Rico,United States,Drugs,2012-03-08,Warning Letter,235874
3008517755,Nobilus Ent Oddzial Kutno,-,Poland,Drugs,2012-03-07,Warning Letter,273057
3003263118,Pan Drugs Ltd.,-,India,Drugs,2012-02-28,Warning Letter,284758
3003821988,Somerset Therapeutics Private Limited,-,India,Drugs,2012-02-23,Warning Letter,241074
3004504829,Gulf Pharmaceutical Industries - Julphar,-,United Arab Emirates,Drugs,2012-02-23,Warning Letter,257094
3001833549,"Fresenius Kabi USA, LLC",New York,United States,Drugs,2012-02-22,Warning Letter,225954
3005094136,"Biochem Laboratory, Inc.",New Jersey,United States,Drugs,2012-02-17,Warning Letter,204712
3002721810,Merck & Co Inc,Pennsylvania,United States,Drugs,2012-02-17,Warning Letter,287038
1721009,"Schwabe North America, Inc.",Utah,United States,Drugs,2012-02-15,Warning Letter,135891
2250102,"Hikma Pharmaceuticals USA, Inc.",New Jersey,United States,Drugs,2012-02-06,Warning Letter,213453
3006636678,"Globe All Wellness, LLC",Florida,United States,Drugs,2012-02-06,Warning Letter,230534
1000307800,"Bracco Diagnostics, Inc.",New Jersey,United States,Drugs,2012-01-31,Warning Letter,210573
3003846669,LifeSouth Community Blood Centers Inc,Alabama,United States,Biologics,2012-01-30,Warning Letter,252076
3001551314,Zhejiang Xianju Chemical Pharmaceutical Factory,-,China,Drugs,2012-01-25,Warning Letter,278397
3006257509,Changzhou Jialing Medicine Industry Co. Ltd.,-,China,Drugs,2011-12-29,Warning Letter,271317
3001050819,Resolution Inc,Louisiana,United States,Drugs,2011-12-20,Warning Letter,211813
1832751,Bay Regional Medical Center IRB,Michigan,United States,Drugs,2011-12-20,Warning Letter,242594
3005144590,"Medpharm, LLC",Virginia,United States,Drugs,2011-12-20,Warning Letter,270156
3002807481,Labor LS SE & Co. KG,-,Germany,Drugs,2011-12-16,Warning Letter,218874
3002806906,Merck Kommanditgesellschaft auf Aktien,-,Germany,Drugs,2011-12-15,Warning Letter,214335
3002807447,Merck Serono SA,-,Switzerland,Drugs,2011-12-15,Warning Letter,214335
3002806906,Merck Kommanditgesellschaft auf Aktien,-,Germany,Drugs,2011-12-15,Warning Letter,216834
3003131678,Merck Serono SA (Vevey),-,Switzerland,Drugs,2011-12-15,Warning Letter,216834
3002806906,Merck Kommanditgesellschaft auf Aktien,-,Germany,Drugs,2011-12-15,Warning Letter,220954
3002807252,Merck Serono S.p.A.,-,Italy,Drugs,2011-12-15,Warning Letter,220954
3009160417,Nenningers Naturals,New York,United States,Biologics,2011-12-14,Warning Letter,229935
3008231206,"Betty K. Tuller,Ph.D.",Virginia,United States,Drugs,2011-12-12,Warning Letter,224375
3001238012,Miracles In Sight Lone Star Division,Texas,United States,Biologics,2011-12-09,Warning Letter,236654
3008920484,"Nutri-Fusion Systems, Inc.",Utah,United States,Drugs,2011-11-28,Warning Letter,192752
3008920538,"Natural Medical Supply, LLC",Utah,United States,Drugs,2011-11-28,Warning Letter,192773
3008920562,"Rightway Nutrition, LLC",Utah,United States,Drugs,2011-11-28,Warning Letter,192774
3009800828,"Creative Bioscience, LLC",Utah,United States,Drugs,2011-11-28,Warning Letter,192775
3008886372,Hcg-miracleweightloss.com,Idaho,United States,Drugs,2011-11-28,Warning Letter,192776
3008889379,Theoriginalhcgdrogs.com,New York,United States,Drugs,2011-11-28,Warning Letter,192777
3008887008,"HCG Diet Direct, LLC",Arizona,United States,Drugs,2011-11-28,Warning Letter,192934
1717759,Sandoz Incorporated,New Jersey,United States,Drugs,2011-11-18,Warning Letter,197272
3000280957,"Delpharm Boucherville Canada, Inc.",-,Canada,Drugs,2011-11-18,Warning Letter,233134
3002807772,Novartis Pharma AG,-,Switzerland,Drugs,2011-11-18,Warning Letter,233134
3008817713,"Moko Therapeutics, LLC",California,United States,Drugs,2011-11-17,Warning Letter,187632
1000119582,"Altaire Pharmaceuticals, Inc.",New York,United States,Drugs,2011-11-16,Warning Letter,198292
3002616951,Rose Stone Enterprises,California,United States,Drugs,2011-11-16,Warning Letter,198392
3008990081,"FOCUS Laboratories, Inc.",Arkansas,United States,Drugs,2011-11-16,Warning Letter,198513
3003882630,"Nouryon Chemicals, S.A. de C.V.",-,Mexico,Drugs,2011-11-16,Warning Letter,218634
3003747592,Xylo Chem Industries,-,India,Drugs,2011-11-16,Warning Letter,218896
3007561680,"Diaz, Leslie, M.D.",Florida,United States,Drugs,2011-11-04,Warning Letter,208534
3003350319,International Isotopes Inc.,Idaho,United States,Drugs,2011-10-26,Warning Letter,215994
1000414342,Ever Pharma Jena GmbH,-,Germany,Drugs,2011-10-19,Warning Letter,198112
3007351181,"New Life Generation, Inc.",Indiana,United States,Biologics,2011-10-17,Warning Letter,209595
3009086494,"Laura A. Teasley, M.D.",Washington,United States,Drugs,2011-10-14,Warning Letter,214193
2650176,Auro PR Inc,Puerto Rico,United States,Drugs,2011-10-13,Warning Letter,187532
3005615655,"Jazz Pharmaceuticals, Inc",California,United States,Drugs,2011-10-12,Warning Letter,192992
1000166776,SmithKline Beecham Limited,-,United Kingdom,Drugs,2011-10-07,Warning Letter,214334
1000121922,"Akers Biosciences, Inc.",New Jersey,United States,Biologics,2011-10-04,Warning Letter,196333
3009094017,Galyna / Ivan Podornikova,-,Ukraine,Drugs,2011-09-27,Warning Letter,216614
3009093992,SPHERE Inc.,New York,United States,Drugs,2011-09-26,Warning Letter,216594
3008996355,OraWell USA,Pennsylvania,United States,Biologics,2011-09-21,Warning Letter,218975
3008623180,Columbia Univeristy Medical Center RDRC,New York,United States,Drugs,2011-09-20,Warning Letter,213293
1413475,Dental Technologies Inc.,Illinois,United States,Drugs,2011-09-15,Warning Letter,187653
3002808073,"Sichuan Pharmaceutical Co., Ltd.",-,China,Drugs,2011-09-12,Warning Letter,209813
3004896339,Yag Mag Labs Private Limited,-,India,Drugs,2011-09-12,Warning Letter,213033
1000160433,Covenant Medical Center Inc. IRB,Michigan,United States,Drugs,2011-09-07,Warning Letter,209973
1416923,"Deibel Laboratories of Illinois, Inc.",Illinois,United States,Drugs,2011-09-01,Warning Letter,192913
3001701602,"Lonza Biologics, Inc.",Massachusetts,United States,Drugs,2011-09-01,Warning Letter,195672
2410375,"American Regent, Inc.",New York,United States,Drugs,2011-08-31,Warning Letter,182994
1017687,"PAI Holdings, LLC. dba Pharmaceutical Associates Inc",South Carolina,United States,Drugs,2011-08-29,Warning Letter,183834
3008420267,John Caton Jr,Oregon,United States,Drugs,2011-08-26,Warning Letter,205673
3005201285,"Noven Pharmaceuticals, Inc.",California,United States,Drugs,2011-08-25,Warning Letter,173292
3003813327,"Uriel Pharmacy, Inc",Wisconsin,United States,Drugs,2011-08-18,Warning Letter,161712
3008829548,"TCA Cellular Therapy, LLC",Louisiana,United States,Biologics,2011-08-15,Warning Letter,202252
3006989604,"Yale M Cohen, MD",Florida,United States,Drugs,2011-08-12,Warning Letter,206213
3004486512,"Miramar Cosmetics, Inc",Florida,United States,Drugs,2011-08-08,Warning Letter,173212
3007925588,"Zhejiang Casing Animal By-Products Co.,Ltd.",-,China,Drugs,2011-08-05,Warning Letter,170612
3008548567,Nanjing Maohai Biotech Co.,-,China,Drugs,2011-08-05,Warning Letter,171833
3006488062,Cel-Sci Corporation,Virginia,United States,Drugs,2011-08-05,Warning Letter,205172
2246448,"Essex Institutional Review Board, Inc",New Jersey,United States,Drugs,2011-07-26,Warning Letter,192392
1000117586,Cetero Research / Ba Research,Texas,United States,Drugs,2011-07-26,Warning Letter,194894
3008480759,Linda D. Bosserman,California,United States,Drugs,2011-07-19,Warning Letter,190013
3003851100,Genus Lifesciences Inc.,Pennsylvania,United States,Drugs,2011-07-15,Warning Letter,174813
3007196368,Seattle Sperm Bank LLC,Washington,United States,Biologics,2011-07-15,Warning Letter,195594
3008734284,H & S GMP Factory,-,China,Drugs,2011-07-14,Warning Letter,174672
3006702880,"Shaping Beauty, Inc.",Pennsylvania,United States,Drugs,2011-07-14,Warning Letter,174672
3004680543,Przedsiebiorstwo Farmaceutyczne Jelfa SA,-,Poland,Drugs,2011-07-14,Warning Letter,186694
3003434767,Bausch & Lomb Incorporated,California,United States,Drugs,2011-07-13,Warning Letter,195152
3008353013,"Joseph B. Michelson, Md",California,United States,Drugs,2011-07-06,Warning Letter,182132
3002984011,Zydus Lifesciences Limited,-,India,Drugs,2011-06-21,Warning Letter,192132
3002806753,Seqirus Pty Ltd,-,Australia,Biologics,2011-06-15,Warning Letter,189172
3007136419,"Advanced Fertility Group, PC",Indiana,United States,Biologics,2011-06-14,Warning Letter,186412
3004456620,"Matrixx Initiatives, Inc.",Arizona,United States,Drugs,2011-06-03,Warning Letter,84344
3002808297,"Industrias Quimicas Falcon de Mexico, SA de CV (Dr. Reddy's Mexico)",-,Mexico,Drugs,2011-06-03,Warning Letter,155613
3004182921,"Impax Laboratories, LLC.",California,United States,Drugs,2011-05-31,Warning Letter,172752
3008857908,"VivaCeuticals, Inc. dba Regeneca Worldwide",California,United States,Drugs,2011-05-25,Warning Letter,183872
3000204079,"Allure Labs, LLC",California,United States,Drugs,2011-05-24,Warning Letter,155413
3007556047,Union Springs Pharmaceuticals,Kentucky,United States,Drugs,2011-05-23,Warning Letter,105688
3008297174,"Union Springs Pharmaceuticals, Llc",Kentucky,United States,Drugs,2011-05-23,Warning Letter,105688
3004021263,Aurobindo Pharma Limited,-,India,Drugs,2011-05-20,Warning Letter,180094
1518939,Reese Pharmaceutical Company,Ohio,United States,Drugs,2011-05-18,Warning Letter,160272
3004058334,Alpha Laboratories Inc.,-,Canada,Drugs,2011-05-06,Warning Letter,176292
2010939,Hyland's Consumer Health Inc.,California,United States,Drugs,2011-05-02,Warning Letter,144792
3008465450,Immuneglory.com,California,United States,Drugs,2011-04-28,Warning Letter,125750
3008476171,"International Institute Of Holistic Healing, Inc.",Texas,United States,Drugs,2011-04-28,Warning Letter,127051
3008790438,"Flor Nutraceuticals, LLC.",Texas,United States,Drugs,2011-04-28,Warning Letter,164453
3004884205,Arenson Group,Florida,United States,Drugs,2011-04-28,Warning Letter,164454
3009832109,"GSCM Ventures, Inc",California,United States,Drugs,2011-04-28,Warning Letter,164512
3008796216,Lesa Sverid,Massachusetts,United States,Drugs,2011-04-28,Warning Letter,164532
3008658015,Derma Remedies,West Virginia,United States,Drugs,2011-04-27,Warning Letter,147733
3008583301,"Intelli Health Products, LLC",Florida,United States,Drugs,2011-04-27,Warning Letter,182133
3006458969,Golden State Medical Supply Inc.,California,United States,Drugs,2011-04-26,Warning Letter,170632
3003701857,"Cephazone Pharma, LLC",California,United States,Drugs,2011-04-25,Warning Letter,137694
1070630,Baptist Health Deaconess Madisonville Inc,Kentucky,United States,Biologics,2011-04-21,Warning Letter,174032
3006672254,Jd Nelson And Associates Llc,Ohio,United States,Drugs,2011-04-19,Warning Letter,123168
2311409,Dr. G. H. Tichenor's Antiseptic Company,Louisiana,United States,Drugs,2011-04-18,Warning Letter,87544
3021059,"Tec Laboratories, Inc.",Oregon,United States,Drugs,2011-04-18,Warning Letter,106447
3006616549,"Oh So Clean, Inc. dba CleanWell Company",California,United States,Drugs,2011-04-18,Warning Letter,109807
3006616549,"Oh So Clean, Inc. dba CleanWell Company",California,United States,Drugs,2011-04-18,Warning Letter,136130
3012681020,"Lifetech Resources, LLC",California,United States,Drugs,2011-04-18,Warning Letter,160654
3007158525,Rocasuba,Massachusetts,United States,Drugs,2011-04-18,Warning Letter,160654
3005559915,Octapharma AB,-,Sweden,Biologics,2011-04-15,Warning Letter,179372
3004096632,"Moehs Cantabra, S.L.",-,Spain,Drugs,2011-04-14,Warning Letter,165192
3003299802,ChemPacific Corporation,Maryland,United States,Drugs,2011-04-07,Warning Letter,150412
3000719767,"Proportional Technologies, Inc",Texas,United States,Drugs,2011-03-31,Warning Letter,152872
3003585759,"Ningbo Smart Pharmaceutical Co., Ltd.",-,China,Drugs,2011-03-30,Warning Letter,163312
3008429674,Jeffrey Horowitz,Massachusetts,United States,Drugs,2011-03-21,Warning Letter,159312
3008222353,Martin N.  Zaiac,Florida,United States,Drugs,2011-03-21,Warning Letter,163533
3009456664,Three Rivers Pharmaceuticals LLC,Pennsylvania,United States,Drugs,2011-03-21,Warning Letter,166612
1721400,"Dakota Laboratories, LLC",South Dakota,United States,Drugs,2011-03-17,Warning Letter,131410
3003706321,"John J. Griffin, MD",Virginia,United States,Drugs,2011-03-14,Warning Letter,155012
3008082500,"Margaret E. Thurmond-Anderle, M.D./AAMR Research Clinic",Texas,United States,Drugs,2011-02-25,Warning Letter,158996
3008262421,John F Simmons M D,Alabama,United States,Drugs,2011-02-18,Warning Letter,157792
3008418608,Vaughn H Mancha Jr M D,Alabama,United States,Drugs,2011-02-17,Warning Letter,153593
3008286826,Judith Ratzan,Florida,United States,Drugs,2011-02-16,Warning Letter,157712
3003220485,Formatech Inc.,Massachusetts,United States,Drugs,2011-02-10,Warning Letter,132211
3001600976,Hawkeye Jensen Inc,Pennsylvania,United States,Drugs,2011-02-08,Warning Letter,138451
1000418126,"Toxin Technology, Inc.",Florida,United States,Drugs,2011-02-08,Warning Letter,138971
3003195501,Sanofi-Aventis Deutschland GmbH,-,Germany,Drugs,2011-02-08,Warning Letter,161496
1025483,"Tarmac Products, Inc.",Florida,United States,Drugs,2011-02-04,Warning Letter,132110
3005202697,Teva Pharmaceutical Industries,-,Israel,Drugs,2011-01-31,Warning Letter,154493
2222017,"Sanofi US Services, Inc.",New Jersey,United States,Drugs,2011-01-28,Warning Letter,118168
2618677,Baxter Healthcare Corporation,Puerto Rico,United States,Drugs,2011-01-20,Warning Letter,134330
2650090,Baxter Healthcare Corporation,Puerto Rico,United States,Drugs,2011-01-20,Warning Letter,143913
2111173,"Scientific Protein Laboratories, LLC",Wisconsin,United States,Drugs,2011-01-20,Warning Letter,144913
3002088145,Dentsply Sirona Preventive,Pennsylvania,United States,Drugs,2011-01-04,Warning Letter,111828
1000220648,Biovation Labs,Utah,United States,Drugs,2010-12-28,Warning Letter,118988
3037651109,"McGuff Pharmaceuticals, Inc.",California,United States,Drugs,2010-12-28,Warning Letter,119009
3008474767,"Access Bio, Inc.",New Jersey,United States,Biologics,2010-12-22,Warning Letter,121589
1000429223,Klinge Chemicals Limited,-,United Kingdom,Drugs,2010-12-21,Warning Letter,140430
3008494993,Synbiotics Limited,-,India,Drugs,2010-12-16,Warning Letter,136712
3002807518,Macco Organiques Inc.,-,Canada,Drugs,2010-12-10,Warning Letter,134870
3002808534,"Yuki Gosei Kogyo Co., Ltd.",-,Japan,Drugs,2010-12-09,Warning Letter,134350
2024256,GAR Laboratories Inc.,California,United States,Drugs,2010-12-06,Warning Letter,132170
1626310,"Iso-Tex Diagnostics, Inc.",Texas,United States,Drugs,2010-12-03,Warning Letter,133350
1036365,"Hill Dermaceuticals, Inc.",Florida,United States,Drugs,2010-12-03,Warning Letter,143973
1000513517,"PolyCarbon Industries, Inc.",Massachusetts,United States,Drugs,2010-12-02,Warning Letter,119688
3008487769,Prolatis,Utah,United States,Drugs,2010-12-02,Warning Letter,129614
1022618,"Airgas USA, LLC",Tennessee,United States,Drugs,2010-12-01,Warning Letter,127210
3006709452,Vanderveer Center,Oregon,United States,Drugs,2010-11-18,Warning Letter,137592
3008492914,Oxygen Therapy Program,Florida,United States,Drugs,2010-11-10,Warning Letter,132430
3006227220,Tercica,California,United States,Drugs,2010-11-02,Warning Letter,136930
3004610460,Baxter Pharmaceuticals India Pvt Ltd,-,India,Drugs,2010-11-01,Warning Letter,134950
3003369660,CP Pharmaceuticals Limited,-,United Kingdom,Drugs,2010-10-29,Warning Letter,141790
3004760372,"Nobel Laboratories, LLC",Texas,United States,Drugs,2010-10-21,Warning Letter,107267
3008058398,Howard L Lippton M D,Louisiana,United States,Drugs,2010-10-20,Warning Letter,125298
3004984850,David Scott,Washington,United States,Drugs,2010-10-20,Warning Letter,127530
1220373,"AMAG Pharmaceuticals, Inc.",Massachusetts,United States,Drugs,2010-10-18,Warning Letter,92124
3002808537,"Yunnan Hande Bio-Tech Co., Ltd.",-,China,Drugs,2010-10-15,Warning Letter,136490
2427358,Contract Pharmacal Corporation,New York,United States,Drugs,2010-10-14,Warning Letter,119248
1527691,"Advanced Testing Laboratory, Inc.",Ohio,United States,Drugs,2010-10-12,Warning Letter,108087
3006624179,"Evenbetternow, Llc",Arizona,United States,Drugs,2010-10-12,Warning Letter,116329
3006319851,James G Cole Inc dba ASN/Maxam Neutraceutics,Oregon,United States,Drugs,2010-10-12,Warning Letter,136610
3008561239,"Hormonal Health, Llc",California,United States,Drugs,2010-10-12,Warning Letter,136611
3003978604,"World Health Products, LLC.",Utah,United States,Drugs,2010-10-12,Warning Letter,136612
1000526329,"Kanec Usa, Inc.",Florida,United States,Drugs,2010-10-08,Warning Letter,120868
3008558577,Rx-promotion,-,Gibraltar,Drugs,2010-10-08,Warning Letter,136310
3008255577,"Natural Wellness, LLC",Florida,United States,Drugs,2010-10-06,Warning Letter,131251
3005249386,"O'Barr, Thomas   MD",Georgia,United States,Drugs,2010-09-30,Warning Letter,100266
2650089,Bristol-Myers Squibb Holdings Pharma Ltd. Liability Company,Puerto Rico,United States,Drugs,2010-09-30,Warning Letter,111769
1000627334,Laboratoria Qualiphar NV,-,Belgium,Drugs,2010-09-30,Warning Letter,120028
3008299032,Choksi Laboratory,-,India,Drugs,2010-09-30,Warning Letter,135190
3002807424,"Kyowa Hakko Bio Co., Ltd.",-,Japan,Drugs,2010-09-29,Warning Letter,127233
3007380184,"L Lamar Snow, MD",Alabama,United States,Drugs,2010-09-29,Warning Letter,135571
2214133,Kenvue Brands LLC,New Jersey,United States,Drugs,2010-09-27,Warning Letter,85704
1217081,CVS Health,Rhode Island,United States,Drugs,2010-09-27,Warning Letter,95445
1000049118,Walgreen Co,Wisconsin,United States,Drugs,2010-09-27,Warning Letter,95446
3017140477,"LGM Pharma Solutions, LLC",California,United States,Drugs,2010-09-27,Warning Letter,111247
1717927,New Generation Wellness Inc.,Colorado,United States,Drugs,2010-09-27,Warning Letter,129730
2082946,Gilead Sciences Inc,California,United States,Drugs,2010-09-21,Warning Letter,105726
3007829214,"Picus, Dr Joel",Missouri,United States,Drugs,2010-09-20,Warning Letter,127671
3003498827,"Janssen Pharmaceuticals, dba Actelion Pharmaceutical",California,United States,Drugs,2010-09-14,Warning Letter,75124
1000208724,"Absolute Natural Blenders, Inc.",Florida,United States,Drugs,2010-09-09,Warning Letter,109508
1832751,Bay Regional Medical Center IRB,Michigan,United States,Drugs,2010-09-09,Warning Letter,126851
3007427914,"Johnson Creek Enterprises, LLC",Wisconsin,United States,Drugs,2010-09-08,Warning Letter,89305
3007788285,E-Cig Technology Inc.,Nevada,United States,Drugs,2010-09-08,Warning Letter,98805
3008075377,"E-cigarettedirect, Llc",Colorado,United States,Drugs,2010-09-08,Warning Letter,98865
3007066101,Ruyan America Inc,Minnesota,United States,Drugs,2010-09-08,Warning Letter,98866
3007899388,Gamucci,-,United Kingdom,Drugs,2010-09-08,Warning Letter,98885
3005393755,Smartpowders,North Carolina,United States,Drugs,2010-08-30,Warning Letter,103065
3013472760,SUN PHARMACEUTICAL INDUSTRIES INC,New Jersey,United States,Drugs,2010-08-25,Warning Letter,113749
3004983128,Stericon Pharma Pvt. Ltd.,-,India,Drugs,2010-08-24,Warning Letter,122649
3003600362,"SOCIETAL CDMO SAN DIEGO, LLC",California,United States,Drugs,2010-08-23,Warning Letter,108627
3006988746,Inz Distributors Inc. / Magic Power Coffee Inc.,New York,United States,Drugs,2010-08-23,Warning Letter,120368
